home;away;date;gh;ga;full_time;home_ident;away_ident;winner;year;month
Institucion Atletica Sud America;Bella Vista;23/05/1970;2;2;F;Institucion Atletica Sud America (Uruguay);Bella Vista (Uruguay);E;1970;5
Nacional;Racing Club;23/05/1970;1;0;F;Nacional (Uruguay);Racing Club (Uruguay);L;1970;5
Rampla Juniors Futbol Club;Liverpool;23/05/1970;0;2;F;Rampla Juniors Futbol Club (Uruguay);Liverpool (Uruguay);V;1970;5
River Plate;Club Social Y Deportivo Huracan Buceo;23/05/1970;1;0;F;River Plate (Uruguay);Club Social Y Deportivo Huracan Buceo (Uruguay);L;1970;5
Defensor Sporting;Club Social Y Deportivo Huracan Buceo;30/05/1970;0;0;F;Defensor Sporting (Uruguay);Club Social Y Deportivo Huracan Buceo (Uruguay);E;1970;5
Institucion Atletica Sud America;CA Penarol;30/05/1970;0;0;F;Institucion Atletica Sud America (Uruguay);CA Penarol (Uruguay);E;1970;5
Racing Club;Liverpool;30/05/1970;1;3;F;Racing Club (Uruguay);Liverpool (Uruguay);V;1970;5
Rampla Juniors Futbol Club;CA Cerro;30/05/1970;0;0;F;Rampla Juniors Futbol Club (Uruguay);CA Cerro (Uruguay);E;1970;5
River Plate;Nacional;30/05/1970;0;3;F;River Plate (Uruguay);Nacional (Uruguay);V;1970;5
Bella Vista;Rampla Juniors Futbol Club;06/06/1970;0;0;F;Bella Vista (Uruguay);Rampla Juniors Futbol Club (Uruguay);E;1970;6
CA Cerro;Racing Club;06/06/1970;1;1;F;CA Cerro (Uruguay);Racing Club (Uruguay);E;1970;6
Defensor Sporting;Nacional;06/06/1970;0;4;F;Defensor Sporting (Uruguay);Nacional (Uruguay);V;1970;6
Institucion Atletica Sud America;Club Social Y Deportivo Huracan Buceo;06/06/1970;0;0;F;Institucion Atletica Sud America (Uruguay);Club Social Y Deportivo Huracan Buceo (Uruguay);E;1970;6
River Plate;Liverpool;06/06/1970;0;1;F;River Plate (Uruguay);Liverpool (Uruguay);V;1970;6
Institucion Atletica Sud America;Nacional;13/06/1970;1;1;F;Institucion Atletica Sud America (Uruguay);Nacional (Uruguay);E;1970;6
Liverpool;Defensor Sporting;13/06/1970;1;3;F;Liverpool (Uruguay);Defensor Sporting (Uruguay);V;1970;6
Racing Club;Bella Vista;13/06/1970;2;2;F;Racing Club (Uruguay);Bella Vista (Uruguay);E;1970;6
Rampla Juniors Futbol Club;CA Penarol;13/06/1970;1;2;F;Rampla Juniors Futbol Club (Uruguay);CA Penarol (Uruguay);V;1970;6
River Plate;CA Cerro;13/06/1970;2;2;F;River Plate (Uruguay);CA Cerro (Uruguay);E;1970;6
CA Cerro;Defensor Sporting;20/06/1970;0;0;F;CA Cerro (Uruguay);Defensor Sporting (Uruguay);E;1970;6
Institucion Atletica Sud America;Liverpool;20/06/1970;0;1;F;Institucion Atletica Sud America (Uruguay);Liverpool (Uruguay);V;1970;6
Racing Club;CA Penarol;20/06/1970;2;5;F;Racing Club (Uruguay);CA Penarol (Uruguay);V;1970;6
Rampla Juniors Futbol Club;Club Social Y Deportivo Huracan Buceo;20/06/1970;0;0;F;Rampla Juniors Futbol Club (Uruguay);Club Social Y Deportivo Huracan Buceo (Uruguay);E;1970;6
River Plate;Bella Vista;20/06/1970;3;0;F;River Plate (Uruguay);Bella Vista (Uruguay);L;1970;6
Bella Vista;Defensor Sporting;27/06/1970;1;0;F;Bella Vista (Uruguay);Defensor Sporting (Uruguay);L;1970;6
CA Cerro;Institucion Atletica Sud America;27/06/1970;2;0;F;CA Cerro (Uruguay);Institucion Atletica Sud America (Uruguay);L;1970;6
Racing Club;Club Social Y Deportivo Huracan Buceo;27/06/1970;0;3;F;Racing Club (Uruguay);Club Social Y Deportivo Huracan Buceo (Uruguay);V;1970;6
Rampla Juniors Futbol Club;Nacional;27/06/1970;0;2;F;Rampla Juniors Futbol Club (Uruguay);Nacional (Uruguay);V;1970;6
River Plate;CA Penarol;27/06/1970;0;2;F;River Plate (Uruguay);CA Penarol (Uruguay);V;1970;6
Bella Vista;CA Penarol;01/08/1970;0;0;F;Bella Vista (Uruguay);CA Penarol (Uruguay);E;1970;8
Club Social Y Deportivo Huracan Buceo;Nacional;01/08/1970;0;1;F;Club Social Y Deportivo Huracan Buceo (Uruguay);Nacional (Uruguay);V;1970;8
Defensor Sporting;Institucion Atletica Sud America;01/08/1970;2;2;F;Defensor Sporting (Uruguay);Institucion Atletica Sud America (Uruguay);E;1970;8
Liverpool;CA Cerro;01/08/1970;0;0;F;Liverpool (Uruguay);CA Cerro (Uruguay);E;1970;8
Racing Club;River Plate;01/08/1970;1;2;F;Racing Club (Uruguay);River Plate (Uruguay);V;1970;8
CA Cerro;Nacional;08/08/1970;0;4;F;CA Cerro (Uruguay);Nacional (Uruguay);V;1970;8
Club Social Y Deportivo Huracan Buceo;Bella Vista;08/08/1970;0;0;F;Club Social Y Deportivo Huracan Buceo (Uruguay);Bella Vista (Uruguay);E;1970;8
Institucion Atletica Sud America;River Plate;08/08/1970;2;0;F;Institucion Atletica Sud America (Uruguay);River Plate (Uruguay);L;1970;8
Liverpool;CA Penarol;08/08/1970;1;1;F;Liverpool (Uruguay);CA Penarol (Uruguay);E;1970;8
Rampla Juniors Futbol Club;Defensor Sporting;08/08/1970;0;1;F;Rampla Juniors Futbol Club (Uruguay);Defensor Sporting (Uruguay);V;1970;8
Bella Vista;Liverpool;15/08/1970;1;3;F;Bella Vista (Uruguay);Liverpool (Uruguay);V;1970;8
Club Social Y Deportivo Huracan Buceo;CA Cerro;15/08/1970;1;0;F;Club Social Y Deportivo Huracan Buceo (Uruguay);CA Cerro (Uruguay);L;1970;8
Institucion Atletica Sud America;Rampla Juniors Futbol Club;15/08/1970;1;0;F;Institucion Atletica Sud America (Uruguay);Rampla Juniors Futbol Club (Uruguay);L;1970;8
Nacional;CA Penarol;15/08/1970;3;2;F;Nacional (Uruguay);CA Penarol (Uruguay);L;1970;8
Racing Club;Defensor Sporting;15/08/1970;0;1;F;Racing Club (Uruguay);Defensor Sporting (Uruguay);V;1970;8
CA Cerro;Bella Vista;22/08/1970;2;1;F;CA Cerro (Uruguay);Bella Vista (Uruguay);L;1970;8
Club Social Y Deportivo Huracan Buceo;CA Penarol;22/08/1970;2;2;F;Club Social Y Deportivo Huracan Buceo (Uruguay);CA Penarol (Uruguay);E;1970;8
Liverpool;Nacional;22/08/1970;0;2;F;Liverpool (Uruguay);Nacional (Uruguay);V;1970;8
Racing Club;Rampla Juniors Futbol Club;22/08/1970;0;0;F;Racing Club (Uruguay);Rampla Juniors Futbol Club (Uruguay);E;1970;8
River Plate;Defensor Sporting;22/08/1970;2;3;F;River Plate (Uruguay);Defensor Sporting (Uruguay);V;1970;8
Bella Vista;Nacional;29/08/1970;1;2;F;Bella Vista (Uruguay);Nacional (Uruguay);V;1970;8
CA Penarol;CA Cerro;29/08/1970;2;1;F;CA Penarol (Uruguay);CA Cerro (Uruguay);L;1970;8
Institucion Atletica Sud America;Racing Club;29/08/1970;1;1;F;Institucion Atletica Sud America (Uruguay);Racing Club (Uruguay);E;1970;8
Liverpool;Club Social Y Deportivo Huracan Buceo;29/08/1970;0;0;F;Liverpool (Uruguay);Club Social Y Deportivo Huracan Buceo (Uruguay);E;1970;8
River Plate;Rampla Juniors Futbol Club;29/08/1970;1;1;F;River Plate (Uruguay);Rampla Juniors Futbol Club (Uruguay);E;1970;8
Bella Vista;Liverpool;05/09/1970;1;1;F;Bella Vista (Uruguay);Liverpool (Uruguay);E;1970;9
CA Penarol;CA Cerro;05/09/1970;2;1;F;CA Penarol (Uruguay);CA Cerro (Uruguay);L;1970;9
Defensor Sporting;Racing Club;05/09/1970;0;0;F;Defensor Sporting (Uruguay);Racing Club (Uruguay);E;1970;9
Institucion Atletica Sud America;River Plate;05/09/1970;2;0;F;Institucion Atletica Sud America (Uruguay);River Plate (Uruguay);L;1970;9
Nacional;Club Social Y Deportivo Huracan Buceo;05/09/1970;2;1;F;Nacional (Uruguay);Club Social Y Deportivo Huracan Buceo (Uruguay);L;1970;9
CA Penarol;Liverpool;12/09/1970;1;1;F;CA Penarol (Uruguay);Liverpool (Uruguay);E;1970;9
Club Social Y Deportivo Huracan Buceo;CA Cerro;12/09/1970;1;0;F;Club Social Y Deportivo Huracan Buceo (Uruguay);CA Cerro (Uruguay);L;1970;9
Defensor Sporting;River Plate;12/09/1970;0;1;F;Defensor Sporting (Uruguay);River Plate (Uruguay);V;1970;9
Nacional;Bella Vista;12/09/1970;4;2;F;Nacional (Uruguay);Bella Vista (Uruguay);L;1970;9
Rampla Juniors Futbol Club;Institucion Atletica Sud America;12/09/1970;1;1;F;Rampla Juniors Futbol Club (Uruguay);Institucion Atletica Sud America (Uruguay);E;1970;9
Club Social Y Deportivo Huracan Buceo;Bella Vista;19/09/1970;2;0;F;Club Social Y Deportivo Huracan Buceo (Uruguay);Bella Vista (Uruguay);L;1970;9
Institucion Atletica Sud America;Defensor Sporting;19/09/1970;1;0;F;Institucion Atletica Sud America (Uruguay);Defensor Sporting (Uruguay);L;1970;9
Liverpool;CA Cerro;19/09/1970;4;3;F;Liverpool (Uruguay);CA Cerro (Uruguay);L;1970;9
Nacional;CA Penarol;19/09/1970;1;1;F;Nacional (Uruguay);CA Penarol (Uruguay);E;1970;9
Racing Club;Rampla Juniors Futbol Club;19/09/1970;2;1;F;Racing Club (Uruguay);Rampla Juniors Futbol Club (Uruguay);L;1970;9
CA Penarol;Bella Vista;26/09/1970;2;0;F;CA Penarol (Uruguay);Bella Vista (Uruguay);L;1970;9
Club Social Y Deportivo Huracan Buceo;Liverpool;26/09/1970;3;0;F;Club Social Y Deportivo Huracan Buceo (Uruguay);Liverpool (Uruguay);L;1970;9
Defensor Sporting;Rampla Juniors Futbol Club;26/09/1970;2;0;F;Defensor Sporting (Uruguay);Rampla Juniors Futbol Club (Uruguay);L;1970;9
Nacional;CA Cerro;26/09/1970;5;2;F;Nacional (Uruguay);CA Cerro (Uruguay);L;1970;9
Racing Club;River Plate;26/09/1970;1;1;F;Racing Club (Uruguay);River Plate (Uruguay);E;1970;9
CA Cerro;Bella Vista;03/10/1970;6;4;F;CA Cerro (Uruguay);Bella Vista (Uruguay);L;1970;10
CA Penarol;Club Social Y Deportivo Huracan Buceo;03/10/1970;0;0;F;CA Penarol (Uruguay);Club Social Y Deportivo Huracan Buceo (Uruguay);E;1970;10
Nacional;Liverpool;03/10/1970;0;0;F;Nacional (Uruguay);Liverpool (Uruguay);E;1970;10
Racing Club;Institucion Atletica Sud America;03/10/1970;0;0;F;Racing Club (Uruguay);Institucion Atletica Sud America (Uruguay);E;1970;10
River Plate;Rampla Juniors Futbol Club;03/10/1970;4;2;F;River Plate (Uruguay);Rampla Juniors Futbol Club (Uruguay);L;1970;10
CA Penarol;CA Cerro;06/03/1971;4;1;F;CA Penarol (Uruguay);CA Cerro (Uruguay);L;1971;3
Central Espanol;River Plate;06/03/1971;0;0;F;Central Espanol (Uruguay);River Plate (Uruguay);E;1971;3
Club Social Y Deportivo Huracan Buceo;Institucion Atletica Sud America;06/03/1971;2;2;F;Club Social Y Deportivo Huracan Buceo (Uruguay);Institucion Atletica Sud America (Uruguay);E;1971;3
Danubio;Bella Vista;06/03/1971;1;0;F;Danubio (Uruguay);Bella Vista (Uruguay);L;1971;3
Nacional;Liverpool;06/03/1971;1;0;F;Nacional (Uruguay);Liverpool (Uruguay);L;1971;3
Racing Club;Defensor Sporting;06/03/1971;2;1;F;Racing Club (Uruguay);Defensor Sporting (Uruguay);L;1971;3
Bella Vista;CA Cerro;13/03/1971;3;1;F;Bella Vista (Uruguay);CA Cerro (Uruguay);L;1971;3
CA Penarol;Defensor Sporting;13/03/1971;1;0;F;CA Penarol (Uruguay);Defensor Sporting (Uruguay);L;1971;3
Club Social Y Deportivo Huracan Buceo;Central Espanol;13/03/1971;1;0;F;Club Social Y Deportivo Huracan Buceo (Uruguay);Central Espanol (Uruguay);L;1971;3
Danubio;Nacional;13/03/1971;2;1;F;Danubio (Uruguay);Nacional (Uruguay);L;1971;3
Liverpool;Institucion Atletica Sud America;13/03/1971;2;1;F;Liverpool (Uruguay);Institucion Atletica Sud America (Uruguay);L;1971;3
River Plate;Racing Club;13/03/1971;1;1;F;River Plate (Uruguay);Racing Club (Uruguay);E;1971;3
Bella Vista;Defensor Sporting;20/03/1971;1;0;F;Bella Vista (Uruguay);Defensor Sporting (Uruguay);L;1971;3
CA Cerro;Nacional;20/03/1971;2;1;F;CA Cerro (Uruguay);Nacional (Uruguay);L;1971;3
CA Penarol;River Plate;20/03/1971;1;0;F;CA Penarol (Uruguay);River Plate (Uruguay);L;1971;3
Danubio;Institucion Atletica Sud America;20/03/1971;3;2;F;Danubio (Uruguay);Institucion Atletica Sud America (Uruguay);L;1971;3
Liverpool;Central Espanol;20/03/1971;2;1;F;Liverpool (Uruguay);Central Espanol (Uruguay);L;1971;3
Racing Club;Club Social Y Deportivo Huracan Buceo;20/03/1971;1;0;F;Racing Club (Uruguay);Club Social Y Deportivo Huracan Buceo (Uruguay);L;1971;3
CA Cerro;Institucion Atletica Sud America;27/03/1971;1;1;F;CA Cerro (Uruguay);Institucion Atletica Sud America (Uruguay);E;1971;3
Central Espanol;Danubio;27/03/1971;2;0;F;Central Espanol (Uruguay);Danubio (Uruguay);L;1971;3
Club Social Y Deportivo Huracan Buceo;CA Penarol;27/03/1971;2;0;F;Club Social Y Deportivo Huracan Buceo (Uruguay);CA Penarol (Uruguay);L;1971;3
Liverpool;Racing Club;27/03/1971;2;0;F;Liverpool (Uruguay);Racing Club (Uruguay);L;1971;3
Nacional;Defensor Sporting;27/03/1971;3;2;F;Nacional (Uruguay);Defensor Sporting (Uruguay);L;1971;3
River Plate;Bella Vista;27/03/1971;0;0;F;River Plate (Uruguay);Bella Vista (Uruguay);E;1971;3
Bella Vista;Club Social Y Deportivo Huracan Buceo;03/04/1971;2;2;F;Bella Vista (Uruguay);Club Social Y Deportivo Huracan Buceo (Uruguay);E;1971;4
CA Penarol;Liverpool;03/04/1971;1;1;F;CA Penarol (Uruguay);Liverpool (Uruguay);E;1971;4
Central Espanol;CA Cerro;03/04/1971;3;3;F;Central Espanol (Uruguay);CA Cerro (Uruguay);E;1971;4
Danubio;Racing Club;03/04/1971;3;0;F;Danubio (Uruguay);Racing Club (Uruguay);L;1971;4
Institucion Atletica Sud America;Defensor Sporting;03/04/1971;1;0;F;Institucion Atletica Sud America (Uruguay);Defensor Sporting (Uruguay);L;1971;4
Nacional;River Plate;03/04/1971;2;1;F;Nacional (Uruguay);River Plate (Uruguay);L;1971;4
CA Cerro;Racing Club;10/04/1971;2;1;F;CA Cerro (Uruguay);Racing Club (Uruguay);L;1971;4
Danubio;CA Penarol;10/04/1971;2;1;F;Danubio (Uruguay);CA Penarol (Uruguay);L;1971;4
Defensor Sporting;Central Espanol;10/04/1971;0;0;F;Defensor Sporting (Uruguay);Central Espanol (Uruguay);E;1971;4
Liverpool;Bella Vista;10/04/1971;3;1;F;Liverpool (Uruguay);Bella Vista (Uruguay);L;1971;4
Nacional;Club Social Y Deportivo Huracan Buceo;10/04/1971;3;2;F;Nacional (Uruguay);Club Social Y Deportivo Huracan Buceo (Uruguay);L;1971;4
River Plate;Institucion Atletica Sud America;10/04/1971;1;1;F;River Plate (Uruguay);Institucion Atletica Sud America (Uruguay);E;1971;4
CA Penarol;Racing Club;17/04/1971;2;0;F;CA Penarol (Uruguay);Racing Club (Uruguay);L;1971;4
Club Social Y Deportivo Huracan Buceo;River Plate;17/04/1971;2;2;F;Club Social Y Deportivo Huracan Buceo (Uruguay);River Plate (Uruguay);E;1971;4
Defensor Sporting;CA Cerro;17/04/1971;1;0;F;Defensor Sporting (Uruguay);CA Cerro (Uruguay);L;1971;4
Institucion Atletica Sud America;Central Espanol;17/04/1971;1;1;F;Institucion Atletica Sud America (Uruguay);Central Espanol (Uruguay);E;1971;4
Liverpool;Danubio;17/04/1971;2;0;F;Liverpool (Uruguay);Danubio (Uruguay);L;1971;4
Nacional;Bella Vista;17/04/1971;0;0;F;Nacional (Uruguay);Bella Vista (Uruguay);E;1971;4
Bella Vista;Racing Club;24/04/1971;3;1;F;Bella Vista (Uruguay);Racing Club (Uruguay);L;1971;4
CA Penarol;Institucion Atletica Sud America;24/04/1971;1;0;F;CA Penarol (Uruguay);Institucion Atletica Sud America (Uruguay);L;1971;4
Club Social Y Deportivo Huracan Buceo;CA Cerro;24/04/1971;4;0;F;Club Social Y Deportivo Huracan Buceo (Uruguay);CA Cerro (Uruguay);L;1971;4
Defensor Sporting;Danubio;24/04/1971;0;0;F;Defensor Sporting (Uruguay);Danubio (Uruguay);E;1971;4
Liverpool;River Plate;24/04/1971;5;1;F;Liverpool (Uruguay);River Plate (Uruguay);L;1971;4
Nacional;Central Espanol;24/04/1971;5;0;F;Nacional (Uruguay);Central Espanol (Uruguay);L;1971;4
Bella Vista;Central Espanol;01/05/1971;2;1;F;Bella Vista (Uruguay);Central Espanol (Uruguay);L;1971;5
CA Penarol;Nacional;01/05/1971;1;1;F;CA Penarol (Uruguay);Nacional (Uruguay);E;1971;5
Danubio;River Plate;01/05/1971;1;0;F;Danubio (Uruguay);River Plate (Uruguay);L;1971;5
Defensor Sporting;Club Social Y Deportivo Huracan Buceo;01/05/1971;2;1;F;Defensor Sporting (Uruguay);Club Social Y Deportivo Huracan Buceo (Uruguay);L;1971;5
Institucion Atletica Sud America;Racing Club;01/05/1971;3;1;F;Institucion Atletica Sud America (Uruguay);Racing Club (Uruguay);L;1971;5
Liverpool;CA Cerro;01/05/1971;1;1;F;Liverpool (Uruguay);CA Cerro (Uruguay);E;1971;5
CA Penarol;Bella Vista;08/05/1971;2;1;F;CA Penarol (Uruguay);Bella Vista (Uruguay);L;1971;5
Central Espanol;Racing Club;08/05/1971;4;2;F;Central Espanol (Uruguay);Racing Club (Uruguay);L;1971;5
Danubio;CA Cerro;08/05/1971;2;1;F;Danubio (Uruguay);CA Cerro (Uruguay);L;1971;5
Defensor Sporting;River Plate;08/05/1971;1;1;F;Defensor Sporting (Uruguay);River Plate (Uruguay);E;1971;5
Liverpool;Club Social Y Deportivo Huracan Buceo;08/05/1971;1;0;F;Liverpool (Uruguay);Club Social Y Deportivo Huracan Buceo (Uruguay);L;1971;5
Nacional;Institucion Atletica Sud America;08/05/1971;0;0;F;Nacional (Uruguay);Institucion Atletica Sud America (Uruguay);E;1971;5
Bella Vista;Institucion Atletica Sud America;15/05/1971;0;0;F;Bella Vista (Uruguay);Institucion Atletica Sud America (Uruguay);E;1971;5
CA Penarol;Central Espanol;15/05/1971;3;2;F;CA Penarol (Uruguay);Central Espanol (Uruguay);L;1971;5
Danubio;Club Social Y Deportivo Huracan Buceo;15/05/1971;2;1;F;Danubio (Uruguay);Club Social Y Deportivo Huracan Buceo (Uruguay);L;1971;5
Liverpool;Defensor Sporting;15/05/1971;0;0;F;Liverpool (Uruguay);Defensor Sporting (Uruguay);E;1971;5
Nacional;Racing Club;15/05/1971;4;1;F;Nacional (Uruguay);Racing Club (Uruguay);L;1971;5
River Plate;CA Cerro;15/05/1971;1;1;F;River Plate (Uruguay);CA Cerro (Uruguay);E;1971;5
Bella Vista;Danubio;22/05/1971;1;0;F;Bella Vista (Uruguay);Danubio (Uruguay);L;1971;5
CA Cerro;CA Penarol;22/05/1971;1;3;F;CA Cerro (Uruguay);CA Penarol (Uruguay);V;1971;5
Defensor Sporting;Racing Club;22/05/1971;1;0;F;Defensor Sporting (Uruguay);Racing Club (Uruguay);L;1971;5
Institucion Atletica Sud America;Club Social Y Deportivo Huracan Buceo;22/05/1971;1;3;F;Institucion Atletica Sud America (Uruguay);Club Social Y Deportivo Huracan Buceo (Uruguay);V;1971;5
Liverpool;Nacional;22/05/1971;1;1;F;Liverpool (Uruguay);Nacional (Uruguay);E;1971;5
River Plate;Central Espanol;22/05/1971;2;1;F;River Plate (Uruguay);Central Espanol (Uruguay);L;1971;5
CA Cerro;Bella Vista;29/05/1971;1;2;F;CA Cerro (Uruguay);Bella Vista (Uruguay);V;1971;5
Central Espanol;Club Social Y Deportivo Huracan Buceo;29/05/1971;0;1;F;Central Espanol (Uruguay);Club Social Y Deportivo Huracan Buceo (Uruguay);V;1971;5
Defensor Sporting;CA Penarol;29/05/1971;0;3;F;Defensor Sporting (Uruguay);CA Penarol (Uruguay);V;1971;5
Institucion Atletica Sud America;Liverpool;29/05/1971;0;1;F;Institucion Atletica Sud America (Uruguay);Liverpool (Uruguay);V;1971;5
Nacional;Danubio;29/05/1971;3;0;F;Nacional (Uruguay);Danubio (Uruguay);L;1971;5
Racing Club;River Plate;29/05/1971;1;1;F;Racing Club (Uruguay);River Plate (Uruguay);E;1971;5
Central Espanol;Liverpool;05/06/1971;0;0;F;Central Espanol (Uruguay);Liverpool (Uruguay);E;1971;6
Club Social Y Deportivo Huracan Buceo;Racing Club;05/06/1971;1;1;F;Club Social Y Deportivo Huracan Buceo (Uruguay);Racing Club (Uruguay);E;1971;6
Defensor Sporting;Bella Vista;05/06/1971;1;1;F;Defensor Sporting (Uruguay);Bella Vista (Uruguay);E;1971;6
Institucion Atletica Sud America;Danubio;05/06/1971;3;2;F;Institucion Atletica Sud America (Uruguay);Danubio (Uruguay);L;1971;6
Nacional;CA Cerro;05/06/1971;1;1;F;Nacional (Uruguay);CA Cerro (Uruguay);E;1971;6
River Plate;CA Penarol;05/06/1971;1;1;F;River Plate (Uruguay);CA Penarol (Uruguay);E;1971;6
Bella Vista;River Plate;12/06/1971;1;0;F;Bella Vista (Uruguay);River Plate (Uruguay);L;1971;6
CA Penarol;Club Social Y Deportivo Huracan Buceo;12/06/1971;2;2;F;CA Penarol (Uruguay);Club Social Y Deportivo Huracan Buceo (Uruguay);E;1971;6
Danubio;Central Espanol;12/06/1971;2;1;F;Danubio (Uruguay);Central Espanol (Uruguay);L;1971;6
Defensor Sporting;Nacional;12/06/1971;0;0;F;Defensor Sporting (Uruguay);Nacional (Uruguay);E;1971;6
Institucion Atletica Sud America;CA Cerro;12/06/1971;0;2;F;Institucion Atletica Sud America (Uruguay);CA Cerro (Uruguay);V;1971;6
Racing Club;Liverpool;12/06/1971;2;2;F;Racing Club (Uruguay);Liverpool (Uruguay);E;1971;6
CA Cerro;Central Espanol;19/06/1971;1;1;F;CA Cerro (Uruguay);Central Espanol (Uruguay);E;1971;6
Club Social Y Deportivo Huracan Buceo;Bella Vista;19/06/1971;1;0;F;Club Social Y Deportivo Huracan Buceo (Uruguay);Bella Vista (Uruguay);L;1971;6
Defensor Sporting;Institucion Atletica Sud America;19/06/1971;2;1;F;Defensor Sporting (Uruguay);Institucion Atletica Sud America (Uruguay);L;1971;6
Liverpool;CA Penarol;19/06/1971;0;0;F;Liverpool (Uruguay);CA Penarol (Uruguay);E;1971;6
Racing Club;Danubio;19/06/1971;1;0;F;Racing Club (Uruguay);Danubio (Uruguay);L;1971;6
River Plate;Nacional;19/06/1971;1;1;F;River Plate (Uruguay);Nacional (Uruguay);E;1971;6
Bella Vista;Liverpool;26/06/1971;1;0;F;Bella Vista (Uruguay);Liverpool (Uruguay);L;1971;6
CA Penarol;Danubio;26/06/1971;3;0;F;CA Penarol (Uruguay);Danubio (Uruguay);L;1971;6
Central Espanol;Defensor Sporting;26/06/1971;0;0;F;Central Espanol (Uruguay);Defensor Sporting (Uruguay);E;1971;6
Club Social Y Deportivo Huracan Buceo;Nacional;26/06/1971;1;4;F;Club Social Y Deportivo Huracan Buceo (Uruguay);Nacional (Uruguay);V;1971;6
Institucion Atletica Sud America;River Plate;26/06/1971;0;1;F;Institucion Atletica Sud America (Uruguay);River Plate (Uruguay);V;1971;6
Racing Club;CA Cerro;26/06/1971;0;0;F;Racing Club (Uruguay);CA Cerro (Uruguay);E;1971;6
Bella Vista;Nacional;07/08/1971;0;2;F;Bella Vista (Uruguay);Nacional (Uruguay);V;1971;8
CA Cerro;Defensor Sporting;07/08/1971;2;1;F;CA Cerro (Uruguay);Defensor Sporting (Uruguay);L;1971;8
Central Espanol;Institucion Atletica Sud America;07/08/1971;0;0;F;Central Espanol (Uruguay);Institucion Atletica Sud America (Uruguay);E;1971;8
Danubio;Liverpool;07/08/1971;2;2;F;Danubio (Uruguay);Liverpool (Uruguay);E;1971;8
Racing Club;CA Penarol;07/08/1971;3;4;F;Racing Club (Uruguay);CA Penarol (Uruguay);V;1971;8
River Plate;Club Social Y Deportivo Huracan Buceo;07/08/1971;2;0;F;River Plate (Uruguay);Club Social Y Deportivo Huracan Buceo (Uruguay);L;1971;8
CA Cerro;Club Social Y Deportivo Huracan Buceo;14/08/1971;2;1;F;CA Cerro (Uruguay);Club Social Y Deportivo Huracan Buceo (Uruguay);L;1971;8
Central Espanol;Nacional;14/08/1971;0;5;F;Central Espanol (Uruguay);Nacional (Uruguay);V;1971;8
Danubio;Defensor Sporting;14/08/1971;0;0;F;Danubio (Uruguay);Defensor Sporting (Uruguay);E;1971;8
Institucion Atletica Sud America;CA Penarol;14/08/1971;1;2;F;Institucion Atletica Sud America (Uruguay);CA Penarol (Uruguay);V;1971;8
